player,year,team,round
"Henderson, Ricky",2013,adelaide,R16
"Henderson, Ricky",2013,adelaide,R17
"Henderson, Ricky",2013,adelaide,R18
"Henderson, Ricky",2013,adelaide,R19
"Henderson, Ricky",2013,adelaide,R20
"Jacobs, Sam",2013,adelaide,R1
"Jacobs, Sam",2013,adelaide,R2
"Jacobs, Sam",2013,adelaide,R3
"Jacobs, Sam",2013,adelaide,R4
"Jacobs, Sam",2013,adelaide,R5
"Jacobs, Sam",2013,adelaide,R6
"Jacobs, Sam",2013,adelaide,R7
"Jacobs, Sam",2013,adelaide,R8
"Jacobs, Sam",2013,adelaide,R9
"Jacobs, Sam",2013,adelaide,R10
"Jacobs, Sam",2013,adelaide,R11
"Jacobs, Sam",2013,adelaide,R12
"Jacobs, Sam",2013,adelaide,R14
"Jacobs, Sam",2013,adelaide,R15
"Jacobs, Sam",2013,adelaide,R16
"Jacobs, Sam",2013,adelaide,R17
"Jacobs, Sam",2013,adelaide,R18
"Jacobs, Sam",2013,adelaide,R19
"Jacobs, Sam",2013,adelaide,R20
"Jacobs, Sam",2013,adelaide,R21
"Jacobs, Sam",2013,adelaide,R22
"Jacobs, Sam",2013,adelaide,R23
"Jaensch, Matthew",2013,adelaide,R1
"Jaensch, Matthew",2013,adelaide,R2
"Jaensch, Matthew",2013,adelaide,R3
"Jaensch, Matthew",2013,adelaide,R4
"Jaensch, Matthew",2013,adelaide,R5
"Jaensch, Matthew",2013,adelaide,R6
"Jaensch, Matthew",2013,adelaide,R12
"Jaensch, Matthew",2013,adelaide,R14
"Jaensch, Matthew",2013,adelaide,R15
"Jaensch, Matthew",2013,adelaide,R16
"Jaensch, Matthew",2013,adelaide,R21
"Jenkins, Josh",2013,adelaide,R1
"Jenkins, Josh",2013,adelaide,R2
"Jenkins, Josh",2013,adelaide,R3
"Jenkins, Josh",2013,adelaide,R4
"Jenkins, Josh",2013,adelaide,R5
"Jenkins, Josh",2013,adelaide,R6
"Jenkins, Josh",2013,adelaide,R7
"Jenkins, Josh",2013,adelaide,R8
"Jenkins, Josh",2013,adelaide,R9
"Jenkins, Josh",2013,adelaide,R10
"Jenkins, Josh",2013,adelaide,R11
"Jenkins, Josh",2013,adelaide,R12
"Jenkins, Josh",2013,adelaide,R14
"Jenkins, Josh",2013,adelaide,R15
"Jenkins, Josh",2013,adelaide,R16
"Jenkins, Josh",2013,adelaide,R17
"Jenkins, Josh",2013,adelaide,R18
"Johncock, Graham",2013,adelaide,R1
"Johncock, Graham",2013,adelaide,R3
"Johnston, Lewis",2013,adelaide,R19
"Johnston, Lewis",2013,adelaide,R20
"Johnston, Lewis",2013,adelaide,R21
"Johnston, Lewis",2013,adelaide,R22
"Johnston, Lewis",2013,adelaide,R23
"Kerridge, Sam",2013,adelaide,R4
"Kerridge, Sam",2013,adelaide,R5
"Kerridge, Sam",2013,adelaide,R6
"Kerridge, Sam",2013,adelaide,R7
"Kerridge, Sam",2013,adelaide,R8
"Kerridge, Sam",2013,adelaide,R9
"Kerridge, Sam",2013,adelaide,R10
"Kerridge, Sam",2013,adelaide,R11
"Kerridge, Sam",2013,adelaide,R21
"Kerridge, Sam",2013,adelaide,R22
"Kerridge, Sam",2013,adelaide,R23
"Laird, Rory",2013,adelaide,R4
"Laird, Rory",2013,adelaide,R5
"Laird, Rory",2013,adelaide,R7
"Laird, Rory",2013,adelaide,R8
"Laird, Rory",2013,adelaide,R9
"Laird, Rory",2013,adelaide,R10
"Laird, Rory",2013,adelaide,R11
"Laird, Rory",2013,adelaide,R12
"Laird, Rory",2013,adelaide,R14
"Laird, Rory",2013,adelaide,R15
"Laird, Rory",2013,adelaide,R16
"Laird, Rory",2013,adelaide,R17
"Laird, Rory",2013,adelaide,R18
"Laird, Rory",2013,adelaide,R19
"Laird, Rory",2013,adelaide,R20
"Laird, Rory",2013,adelaide,R21
"Laird, Rory",2013,adelaide,R22
"Laird, Rory",2013,adelaide,R23
"Lynch, Tom",2013,adelaide,R4
"Lynch, Tom",2013,adelaide,R5
"Lynch, Tom",2013,adelaide,R6
"Lynch, Tom",2013,adelaide,R7
"Lynch, Tom",2013,adelaide,R8
"Lynch, Tom",2013,adelaide,R9
"Lynch, Tom",2013,adelaide,R10
"Lynch, Tom",2013,adelaide,R11
"Lynch, Tom",2013,adelaide,R12
"Lynch, Tom",2013,adelaide,R14
"Lynch, Tom",2013,adelaide,R15
"Lynch, Tom",2013,adelaide,R16
"Lynch, Tom",2013,adelaide,R17
"Lynch, Tom",2013,adelaide,R18
"Lynch, Tom",2013,adelaide,R19
"Lynch, Tom",2013,adelaide,R20
"Lynch, Tom",2013,adelaide,R21
"Lyons, Jarryd",2013,adelaide,R6
"Lyons, Jarryd",2013,adelaide,R7
"Lyons, Jarryd",2013,adelaide,R8
"Lyons, Jarryd",2013,adelaide,R9
"Lyons, Jarryd",2013,adelaide,R10
"Lyons, Jarryd",2013,adelaide,R16
"Lyons, Jarryd",2013,adelaide,R17
"Lyons, Jarryd",2013,adelaide,R18
"Lyons, Jarryd",2013,adelaide,R19
"Mackay, David",2013,adelaide,R1
"Mackay, David",2013,adelaide,R2
"Mackay, David",2013,adelaide,R3
"Mackay, David",2013,adelaide,R4
"Mackay, David",2013,adelaide,R5
"Mackay, David",2013,adelaide,R6
"Mackay, David",2013,adelaide,R7
"Mackay, David",2013,adelaide,R8
"Mackay, David",2013,adelaide,R9
"Mackay, David",2013,adelaide,R10
"Mackay, David",2013,adelaide,R12
"Mackay, David",2013,adelaide,R16
"Mackay, David",2013,adelaide,R17
"Mackay, David",2013,adelaide,R18
"Mackay, David",2013,adelaide,R19
"Mackay, David",2013,adelaide,R20
"Mackay, David",2013,adelaide,R21
"Mackay, David",2013,adelaide,R22
"Mackay, David",2013,adelaide,R23
"Martin, Brodie",2013,adelaide,R1
"Martin, Brodie",2013,adelaide,R10
"McKernan, Shaun",2013,adelaide,R6
"McKernan, Shaun",2013,adelaide,R7
"McKernan, Shaun",2013,adelaide,R8
"McKernan, Shaun",2013,adelaide,R9
"McKernan, Shaun",2013,adelaide,R11
"McKernan, Shaun",2013,adelaide,R12
"McKernan, Shaun",2013,adelaide,R15
"McKernan, Shaun",2013,adelaide,R18
"McKernan, Shaun",2013,adelaide,R19
"Otten, Andy",2013,adelaide,R1
"Otten, Andy",2013,adelaide,R2
"Otten, Andy",2013,adelaide,R3
"Otten, Andy",2013,adelaide,R4
"Otten, Andy",2013,adelaide,R5
"Otten, Andy",2013,adelaide,R6
"Otten, Andy",2013,adelaide,R7
"Otten, Andy",2013,adelaide,R8
"Otten, Andy",2013,adelaide,R9
"Otten, Andy",2013,adelaide,R10
"Otten, Andy",2013,adelaide,R11
"Otten, Andy",2013,adelaide,R12
"Otten, Andy",2013,adelaide,R14
"Otten, Andy",2013,adelaide,R15
"Otten, Andy",2013,adelaide,R16
"Otten, Andy",2013,adelaide,R17
"Otten, Andy",2013,adelaide,R18
"Otten, Andy",2013,adelaide,R19
"Otten, Andy",2013,adelaide,R20
"Otten, Andy",2013,adelaide,R21
"Otten, Andy",2013,adelaide,R22
"Otten, Andy",2013,adelaide,R23
"Petrenko, Jared",2013,adelaide,R1
"Petrenko, Jared",2013,adelaide,R2
"Petrenko, Jared",2013,adelaide,R3
"Petrenko, Jared",2013,adelaide,R4
"Petrenko, Jared",2013,adelaide,R5
"Petrenko, Jared",2013,adelaide,R9
"Petrenko, Jared",2013,adelaide,R10
"Petrenko, Jared",2013,adelaide,R11
"Petrenko, Jared",2013,adelaide,R19
"Petrenko, Jared",2013,adelaide,R20
"Petrenko, Jared",2013,adelaide,R21
"Petrenko, Jared",2013,adelaide,R22
"Porplyzia, Jason",2013,adelaide,R1
"Porplyzia, Jason",2013,adelaide,R2
"Porplyzia, Jason",2013,adelaide,R3
"Porplyzia, Jason",2013,adelaide,R4
"Porplyzia, Jason",2013,adelaide,R6
"Porplyzia, Jason",2013,adelaide,R7
"Porplyzia, Jason",2013,adelaide,R8
"Porplyzia, Jason",2013,adelaide,R9
"Porplyzia, Jason",2013,adelaide,R10
"Porplyzia, Jason",2013,adelaide,R11
"Porplyzia, Jason",2013,adelaide,R12
"Porplyzia, Jason",2013,adelaide,R14
"Porplyzia, Jason",2013,adelaide,R15
"Porplyzia, Jason",2013,adelaide,R16
"Porplyzia, Jason",2013,adelaide,R17
"Porplyzia, Jason",2013,adelaide,R18
"Reilly, Brent",2013,adelaide,R1
"Reilly, Brent",2013,adelaide,R2
"Reilly, Brent",2013,adelaide,R3
"Reilly, Brent",2013,adelaide,R4
"Reilly, Brent",2013,adelaide,R5
"Reilly, Brent",2013,adelaide,R6
"Reilly, Brent",2013,adelaide,R7
"Reilly, Brent",2013,adelaide,R8
"Reilly, Brent",2013,adelaide,R9
"Reilly, Brent",2013,adelaide,R10
"Reilly, Brent",2013,adelaide,R11
"Reilly, Brent",2013,adelaide,R14
"Riley, Aidan",2013,adelaide,R14
"Riley, Aidan",2013,adelaide,R15
"Rutten, Ben",2013,adelaide,R1
"Rutten, Ben",2013,adelaide,R2
"Rutten, Ben",2013,adelaide,R3
"Rutten, Ben",2013,adelaide,R4
"Rutten, Ben",2013,adelaide,R5
"Rutten, Ben",2013,adelaide,R6
"Rutten, Ben",2013,adelaide,R7
"Rutten, Ben",2013,adelaide,R8
"Rutten, Ben",2013,adelaide,R9
"Rutten, Ben",2013,adelaide,R10
"Rutten, Ben",2013,adelaide,R11
"Rutten, Ben",2013,adelaide,R12
"Rutten, Ben",2013,adelaide,R14
"Rutten, Ben",2013,adelaide,R15
"Rutten, Ben",2013,adelaide,R16
"Rutten, Ben",2013,adelaide,R17
"Rutten, Ben",2013,adelaide,R19
"Rutten, Ben",2013,adelaide,R20
"Rutten, Ben",2013,adelaide,R21
"Rutten, Ben",2013,adelaide,R22
"Rutten, Ben",2013,adelaide,R23
"Shaw, Sam",2013,adelaide,R20
"Shaw, Sam",2013,adelaide,R21
"Sloane, Rory",2013,adelaide,R1
"Sloane, Rory",2013,adelaide,R2
"Sloane, Rory",2013,adelaide,R3
"Sloane, Rory",2013,adelaide,R4
"Sloane, Rory",2013,adelaide,R5
"Sloane, Rory",2013,adelaide,R6
"Sloane, Rory",2013,adelaide,R7
"Sloane, Rory",2013,adelaide,R8
"Sloane, Rory",2013,adelaide,R9
"Sloane, Rory",2013,adelaide,R10
"Sloane, Rory",2013,adelaide,R11
"Sloane, Rory",2013,adelaide,R12
"Sloane, Rory",2013,adelaide,R14
"Sloane, Rory",2013,adelaide,R15
"Sloane, Rory",2013,adelaide,R16
"Sloane, Rory",2013,adelaide,R17
"Sloane, Rory",2013,adelaide,R18
"Sloane, Rory",2013,adelaide,R20
"Sloane, Rory",2013,adelaide,R21
"Sloane, Rory",2013,adelaide,R22
"Sloane, Rory",2013,adelaide,R23
"Smith, Brodie",2013,adelaide,R5
"Smith, Brodie",2013,adelaide,R6
"Smith, Brodie",2013,adelaide,R7
"Smith, Brodie",2013,adelaide,R8
"Smith, Brodie",2013,adelaide,R9
"Smith, Brodie",2013,adelaide,R10
"Smith, Brodie",2013,adelaide,R11
"Smith, Brodie",2013,adelaide,R12
"Smith, Brodie",2013,adelaide,R14
"Smith, Brodie",2013,adelaide,R15
"Smith, Brodie",2013,adelaide,R16
"Smith, Brodie",2013,adelaide,R17
"Smith, Brodie",2013,adelaide,R18
"Smith, Brodie",2013,adelaide,R19
"Smith, Brodie",2013,adelaide,R20
"Smith, Brodie",2013,adelaide,R21
"Smith, Brodie",2013,adelaide,R22
"Smith, Brodie",2013,adelaide,R23
"Talia, Daniel",2013,adelaide,R1
"Talia, Daniel",2013,adelaide,R2
"Talia, Daniel",2013,adelaide,R3
"Talia, Daniel",2013,adelaide,R4
"Talia, Daniel",2013,adelaide,R5
"Talia, Daniel",2013,adelaide,R6
"Talia, Daniel",2013,adelaide,R7
"Talia, Daniel",2013,adelaide,R8
"Talia, Daniel",2013,adelaide,R9
"Talia, Daniel",2013,adelaide,R10
"Talia, Daniel",2013,adelaide,R11
"Talia, Daniel",2013,adelaide,R12
"Talia, Daniel",2013,adelaide,R14
"Talia, Daniel",2013,adelaide,R15
"Talia, Daniel",2013,adelaide,R16
"Talia, Daniel",2013,adelaide,R17
"Talia, Daniel",2013,adelaide,R18
"Talia, Daniel",2013,adelaide,R19
"Talia, Daniel",2013,adelaide,R20
"Talia, Daniel",2013,adelaide,R21
"Talia, Daniel",2013,adelaide,R22
"Talia, Daniel",2013,adelaide,R23
"Tambling, Richard",2013,adelaide,R6
"Tambling, Richard",2013,adelaide,R17
"Tambling, Richard",2013,adelaide,R18
"Tambling, Richard",2013,adelaide,R22
"Tambling, Richard",2013,adelaide,R23
"Thompson, Scott",2013,adelaide,R1
"Thompson, Scott",2013,adelaide,R2
"Thompson, Scott",2013,adelaide,R3
"Thompson, Scott",2013,adelaide,R4
"Thompson, Scott",2013,adelaide,R5
"Thompson, Scott",2013,adelaide,R6
"Thompson, Scott",2013,adelaide,R7
"Thompson, Scott",2013,adelaide,R8
"Thompson, Scott",2013,adelaide,R9
"Thompson, Scott",2013,adelaide,R10
"Thompson, Scott",2013,adelaide,R11
"Thompson, Scott",2013,adelaide,R12
"Thompson, Scott",2013,adelaide,R14
"Thompson, Scott",2013,adelaide,R15
"Thompson, Scott",2013,adelaide,R16
"Thompson, Scott",2013,adelaide,R17
"Thompson, Scott",2013,adelaide,R18
"Thompson, Scott",2013,adelaide,R19
"Thompson, Scott",2013,adelaide,R20
"Thompson, Scott",2013,adelaide,R21
"Thompson, Scott",2013,adelaide,R22
"Thompson, Scott",2013,adelaide,R23
"Vince, Bernie",2013,adelaide,R1
"Vince, Bernie",2013,adelaide,R2
"Vince, Bernie",2013,adelaide,R3
"Vince, Bernie",2013,adelaide,R5
"Vince, Bernie",2013,adelaide,R6
"Vince, Bernie",2013,adelaide,R7
"Vince, Bernie",2013,adelaide,R8
"Vince, Bernie",2013,adelaide,R9
"Vince, Bernie",2013,adelaide,R10
"Vince, Bernie",2013,adelaide,R11
"Vince, Bernie",2013,adelaide,R12
"Vince, Bernie",2013,adelaide,R14
"Vince, Bernie",2013,adelaide,R15
"Vince, Bernie",2013,adelaide,R16
"Vince, Bernie",2013,adelaide,R17
"Vince, Bernie",2013,adelaide,R18
"Vince, Bernie",2013,adelaide,R19
"Vince, Bernie",2013,adelaide,R20
"Vince, Bernie",2013,adelaide,R21
"Vince, Bernie",2013,adelaide,R22
"Vince, Bernie",2013,adelaide,R23
"Walker, Taylor",2013,adelaide,R1
"Walker, Taylor",2013,adelaide,R2
"Walker, Taylor",2013,adelaide,R3
"Walker, Taylor",2013,adelaide,R4
"Walker, Taylor",2013,adelaide,R5
"Wright, Matthew",2013,adelaide,R1
"Wright, Matthew",2013,adelaide,R2
"Wright, Matthew",2013,adelaide,R3
"Wright, Matthew",2013,adelaide,R4
"Wright, Matthew",2013,adelaide,R5
"Wright, Matthew",2013,adelaide,R6
"Wright, Matthew",2013,adelaide,R7
"Wright, Matthew",2013,adelaide,R8
"Wright, Matthew",2013,adelaide,R12
"Wright, Matthew",2013,adelaide,R14
"Wright, Matthew",2013,adelaide,R15
"Wright, Matthew",2013,adelaide,R16
"Wright, Matthew",2013,adelaide,R17
"Wright, Matthew",2013,adelaide,R18
"Wright, Matthew",2013,adelaide,R19
"Wright, Matthew",2013,adelaide,R20
"Wright, Matthew",2013,adelaide,R23
"van Berlo, Nathan",2013,adelaide,R1
"van Berlo, Nathan",2013,adelaide,R2
"van Berlo, Nathan",2013,adelaide,R3
"van Berlo, Nathan",2013,adelaide,R7
"van Berlo, Nathan",2013,adelaide,R8
"van Berlo, Nathan",2013,adelaide,R9
"van Berlo, Nathan",2013,adelaide,R10
"van Berlo, Nathan",2013,adelaide,R11
"van Berlo, Nathan",2013,adelaide,R12
"van Berlo, Nathan",2013,adelaide,R14
"van Berlo, Nathan",2013,adelaide,R15
"van Berlo, Nathan",2013,adelaide,R16
"van Berlo, Nathan",2013,adelaide,R17
"van Berlo, Nathan",2013,adelaide,R18
"van Berlo, Nathan",2013,adelaide,R19
"van Berlo, Nathan",2013,adelaide,R20
"van Berlo, Nathan",2013,adelaide,R21
"van Berlo, Nathan",2013,adelaide,R22
"van Berlo, Nathan",2013,adelaide,R23
"Betts, Eddie",2014,adelaide,R1
"Betts, Eddie",2014,adelaide,R2
"Betts, Eddie",2014,adelaide,R3
"Betts, Eddie",2014,adelaide,R4
"Betts, Eddie",2014,adelaide,R5
"Betts, Eddie",2014,adelaide,R6
"Betts, Eddie",2014,adelaide,R7
"Betts, Eddie",2014,adelaide,R9
"Betts, Eddie",2014,adelaide,R10
"Betts, Eddie",2014,adelaide,R11
"Betts, Eddie",2014,adelaide,R12
"Betts, Eddie",2014,adelaide,R13
"Betts, Eddie",2014,adelaide,R14
"Betts, Eddie",2014,adelaide,R15
"Betts, Eddie",2014,adelaide,R16
"Betts, Eddie",2014,adelaide,R17
"Betts, Eddie",2014,adelaide,R18
"Betts, Eddie",2014,adelaide,R19
"Betts, Eddie",2014,adelaide,R20
"Betts, Eddie",2014,adelaide,R21
"Betts, Eddie",2014,adelaide,R22
"Betts, Eddie",2014,adelaide,R23
"Brown, Luke",2014,adelaide,R1
"Brown, Luke",2014,adelaide,R2
"Brown, Luke",2014,adelaide,R3
"Brown, Luke",2014,adelaide,R4
"Brown, Luke",2014,adelaide,R5
"Brown, Luke",2014,adelaide,R6
"Brown, Luke",2014,adelaide,R7
"Brown, Luke",2014,adelaide,R9
"Brown, Luke",2014,adelaide,R10
"Brown, Luke",2014,adelaide,R11
"Brown, Luke",2014,adelaide,R12
"Brown, Luke",2014,adelaide,R13
"Brown, Luke",2014,adelaide,R14
"Brown, Luke",2014,adelaide,R15
"Brown, Luke",2014,adelaide,R16
"Brown, Luke",2014,adelaide,R17
"Brown, Luke",2014,adelaide,R18
"Brown, Luke",2014,adelaide,R19
"Brown, Luke",2014,adelaide,R20
"Brown, Luke",2014,adelaide,R21
"Brown, Luke",2014,adelaide,R22
"Brown, Luke",2014,adelaide,R23
"Cameron, Charlie",2014,adelaide,R9
"Cameron, Charlie",2014,adelaide,R10
"Cameron, Charlie",2014,adelaide,R11
"Cameron, Charlie",2014,adelaide,R12
"Cameron, Charlie",2014,adelaide,R20
"Cameron, Charlie",2014,adelaide,R21
"Cameron, Charlie",2014,adelaide,R22
"Crouch, Brad",2014,adelaide,R1
"Crouch, Brad",2014,adelaide,R2
"Crouch, Brad",2014,adelaide,R15
"Crouch, Brad",2014,adelaide,R16
"Crouch, Brad",2014,adelaide,R17
"Crouch, Brad",2014,adelaide,R18
"Crouch, Brad",2014,adelaide,R19
"Crouch, Brad",2014,adelaide,R20
"Crouch, Brad",2014,adelaide,R21
"Crouch, Brad",2014,adelaide,R22
"Crouch, Brad",2014,adelaide,R23
"Crouch, Matt",2014,adelaide,R3
"Crouch, Matt",2014,adelaide,R4
"Crouch, Matt",2014,adelaide,R5
"Crouch, Matt",2014,adelaide,R6
"Crouch, Matt",2014,adelaide,R7
"Crouch, Matt",2014,adelaide,R9
"Crouch, Matt",2014,adelaide,R13
"Crouch, Matt",2014,adelaide,R23
"Dangerfield, Patrick",2014,adelaide,R1
"Dangerfield, Patrick",2014,adelaide,R2
"Dangerfield, Patrick",2014,adelaide,R3
"Dangerfield, Patrick",2014,adelaide,R4
"Dangerfield, Patrick",2014,adelaide,R5
"Dangerfield, Patrick",2014,adelaide,R6
"Dangerfield, Patrick",2014,adelaide,R7
"Dangerfield, Patrick",2014,adelaide,R9
"Dangerfield, Patrick",2014,adelaide,R10
"Dangerfield, Patrick",2014,adelaide,R11
"Dangerfield, Patrick",2014,adelaide,R12
"Dangerfield, Patrick",2014,adelaide,R13
"Dangerfield, Patrick",2014,adelaide,R14
"Dangerfield, Patrick",2014,adelaide,R15
"Dangerfield, Patrick",2014,adelaide,R16
"Dangerfield, Patrick",2014,adelaide,R17
"Dangerfield, Patrick",2014,adelaide,R18
"Dangerfield, Patrick",2014,adelaide,R19
"Dangerfield, Patrick",2014,adelaide,R20
"Dangerfield, Patrick",2014,adelaide,R21
"Dangerfield, Patrick",2014,adelaide,R22
"Dangerfield, Patrick",2014,adelaide,R23
"Douglas, Richard",2014,adelaide,R2
"Douglas, Richard",2014,adelaide,R3
"Douglas, Richard",2014,adelaide,R4
"Douglas, Richard",2014,adelaide,R5
"Douglas, Richard",2014,adelaide,R9
"Douglas, Richard",2014,adelaide,R10
"Douglas, Richard",2014,adelaide,R11
"Douglas, Richard",2014,adelaide,R12
"Douglas, Richard",2014,adelaide,R13
"Douglas, Richard",2014,adelaide,R14
"Douglas, Richard",2014,adelaide,R15
"Douglas, Richard",2014,adelaide,R16
"Douglas, Richard",2014,adelaide,R17
"Douglas, Richard",2014,adelaide,R18
"Douglas, Richard",2014,adelaide,R19
"Douglas, Richard",2014,adelaide,R20
"Douglas, Richard",2014,adelaide,R21
"Douglas, Richard",2014,adelaide,R22
"Douglas, Richard",2014,adelaide,R23
"Ellis-Yolmen, Cam",2014,adelaide,R12
"Grigg, Mitch",2014,adelaide,R1
"Grigg, Mitch",2014,adelaide,R2
"Grigg, Mitch",2014,adelaide,R3
"Grigg, Mitch",2014,adelaide,R6
"Grigg, Mitch",2014,adelaide,R7
"Grigg, Mitch",2014,adelaide,R18
"Grigg, Mitch",2014,adelaide,R19
"Grigg, Mitch",2014,adelaide,R20
"Grigg, Mitch",2014,adelaide,R21
"Hartigan, Kyle",2014,adelaide,R3
"Hartigan, Kyle",2014,adelaide,R4
"Hartigan, Kyle",2014,adelaide,R5
"Hartigan, Kyle",2014,adelaide,R6
"Hartigan, Kyle",2014,adelaide,R7
"Hartigan, Kyle",2014,adelaide,R9
"Hartigan, Kyle",2014,adelaide,R10
"Henderson, Ricky",2014,adelaide,R16
"Henderson, Ricky",2014,adelaide,R17
"Henderson, Ricky",2014,adelaide,R18
"Henderson, Ricky",2014,adelaide,R19
"Henderson, Ricky",2014,adelaide,R20
"Henderson, Ricky",2014,adelaide,R21
"Henderson, Ricky",2014,adelaide,R22
"Henderson, Ricky",2014,adelaide,R23
"Jacobs, Sam",2014,adelaide,R1
"Jacobs, Sam",2014,adelaide,R2
"Jacobs, Sam",2014,adelaide,R3
"Jacobs, Sam",2014,adelaide,R4
"Jacobs, Sam",2014,adelaide,R5
"Jacobs, Sam",2014,adelaide,R6
"Jacobs, Sam",2014,adelaide,R7
"Jacobs, Sam",2014,adelaide,R9
"Jacobs, Sam",2014,adelaide,R10
"Jacobs, Sam",2014,adelaide,R11
"Jacobs, Sam",2014,adelaide,R12
"Jacobs, Sam",2014,adelaide,R13
"Jacobs, Sam",2014,adelaide,R14
"Jacobs, Sam",2014,adelaide,R15
"Jacobs, Sam",2014,adelaide,R16
"Jacobs, Sam",2014,adelaide,R17
"Jacobs, Sam",2014,adelaide,R18
"Jacobs, Sam",2014,adelaide,R19
"Jacobs, Sam",2014,adelaide,R20
"Jacobs, Sam",2014,adelaide,R21
"Jacobs, Sam",2014,adelaide,R22
"Jacobs, Sam",2014,adelaide,R23
"Jaensch, Matthew",2014,adelaide,R1
"Jaensch, Matthew",2014,adelaide,R2
"Jaensch, Matthew",2014,adelaide,R3
"Jaensch, Matthew",2014,adelaide,R4
"Jaensch, Matthew",2014,adelaide,R5
"Jaensch, Matthew",2014,adelaide,R6
"Jaensch, Matthew",2014,adelaide,R7
"Jaensch, Matthew",2014,adelaide,R9
"Jaensch, Matthew",2014,adelaide,R10
"Jaensch, Matthew",2014,adelaide,R11
"Jaensch, Matthew",2014,adelaide,R12
"Jaensch, Matthew",2014,adelaide,R13
"Jaensch, Matthew",2014,adelaide,R14
"Jaensch, Matthew",2014,adelaide,R15
"Jaensch, Matthew",2014,adelaide,R16
"Jaensch, Matthew",2014,adelaide,R17
"Jaensch, Matthew",2014,adelaide,R18
"Jaensch, Matthew",2014,adelaide,R19
"Jaensch, Matthew",2014,adelaide,R20
"Jaensch, Matthew",2014,adelaide,R21
"Jaensch, Matthew",2014,adelaide,R22
"Jaensch, Matthew",2014,adelaide,R23
"Jenkins, Josh",2014,adelaide,R3
"Jenkins, Josh",2014,adelaide,R4
"Jenkins, Josh",2014,adelaide,R5
"Jenkins, Josh",2014,adelaide,R6
"Jenkins, Josh",2014,adelaide,R7
"Jenkins, Josh",2014,adelaide,R9
"Jenkins, Josh",2014,adelaide,R10
"Jenkins, Josh",2014,adelaide,R11
"Jenkins, Josh",2014,adelaide,R12
"Jenkins, Josh",2014,adelaide,R13
"Jenkins, Josh",2014,adelaide,R14
"Jenkins, Josh",2014,adelaide,R15
"Jenkins, Josh",2014,adelaide,R16
"Jenkins, Josh",2014,adelaide,R17
"Jenkins, Josh",2014,adelaide,R18
"Jenkins, Josh",2014,adelaide,R19
"Jenkins, Josh",2014,adelaide,R20
"Jenkins, Josh",2014,adelaide,R21
"Jenkins, Josh",2014,adelaide,R22
"Jenkins, Josh",2014,adelaide,R23
"Johnston, Lewis",2014,adelaide,R1
"Johnston, Lewis",2014,adelaide,R2
"Kerridge, Sam",2014,adelaide,R1
"Kerridge, Sam",2014,adelaide,R2
"Kerridge, Sam",2014,adelaide,R3
"Kerridge, Sam",2014,adelaide,R4
"Kerridge, Sam",2014,adelaide,R5
"Kerridge, Sam",2014,adelaide,R6
"Kerridge, Sam",2014,adelaide,R7
"Kerridge, Sam",2014,adelaide,R9
"Kerridge, Sam",2014,adelaide,R10
"Kerridge, Sam",2014,adelaide,R11
"Kerridge, Sam",2014,adelaide,R12
"Kerridge, Sam",2014,adelaide,R13
"Kerridge, Sam",2014,adelaide,R14
"Kerridge, Sam",2014,adelaide,R23
"Laird, Rory",2014,adelaide,R3
"Laird, Rory",2014,adelaide,R4
"Laird, Rory",2014,adelaide,R5
"Laird, Rory",2014,adelaide,R6
"Laird, Rory",2014,adelaide,R7
"Laird, Rory",2014,adelaide,R9
"Laird, Rory",2014,adelaide,R10
"Laird, Rory",2014,adelaide,R11
"Laird, Rory",2014,adelaide,R12
"Laird, Rory",2014,adelaide,R13
"Laird, Rory",2014,adelaide,R14
"Laird, Rory",2014,adelaide,R16
"Laird, Rory",2014,adelaide,R17
"Laird, Rory",2014,adelaide,R18
"Laird, Rory",2014,adelaide,R19
"Laird, Rory",2014,adelaide,R22
"Lynch, Tom",2014,adelaide,R5
"Lynch, Tom",2014,adelaide,R6
"Lynch, Tom",2014,adelaide,R7
"Lynch, Tom",2014,adelaide,R15
"Lynch, Tom",2014,adelaide,R16
"Lynch, Tom",2014,adelaide,R17
"Lynch, Tom",2014,adelaide,R18
"Lynch, Tom",2014,adelaide,R20
"Lyons, Jarryd",2014,adelaide,R1
"Lyons, Jarryd",2014,adelaide,R10
"Lyons, Jarryd",2014,adelaide,R11
"Lyons, Jarryd",2014,adelaide,R12
"Lyons, Jarryd",2014,adelaide,R14
"Lyons, Jarryd",2014,adelaide,R15
"Lyons, Jarryd",2014,adelaide,R20
"Lyons, Jarryd",2014,adelaide,R21
"Lyons, Jarryd",2014,adelaide,R22
"Lyons, Jarryd",2014,adelaide,R23
"Mackay, David",2014,adelaide,R1
"Mackay, David",2014,adelaide,R2
"Mackay, David",2014,adelaide,R3
"Mackay, David",2014,adelaide,R4
"Mackay, David",2014,adelaide,R5
"Mackay, David",2014,adelaide,R6
"Mackay, David",2014,adelaide,R7
"Mackay, David",2014,adelaide,R9
"Mackay, David",2014,adelaide,R10
"Mackay, David",2014,adelaide,R11
"Mackay, David",2014,adelaide,R12
"Mackay, David",2014,adelaide,R13
"Mackay, David",2014,adelaide,R14
"Mackay, David",2014,adelaide,R16
"Mackay, David",2014,adelaide,R18
"Mackay, David",2014,adelaide,R19
"Mackay, David",2014,adelaide,R20
"Mackay, David",2014,adelaide,R21
"Mackay, David",2014,adelaide,R23
