DI_Avg,KI_Avg,MK_Avg,HB_Avg,GL_Avg,BH_Avg,HO_Avg,TK_Avg,RB_Avg,I5_Avg,CL_Avg,target
  -4.07416,  -6.77185,  -1.32931,   2.69769,   1.21858,   0.25123, -14.29970,  -1.18225,  -1.62610,   1.26053,  -3.53097,   0.00000
 -40.16104, -21.80641, -10.96975, -18.35463,  -2.07267,  -1.62318,   5.50253,   4.37712,  -1.09304, -11.31103,  -5.08534,   0.00000
  44.29941,  16.29303,  -6.41606,  28.00638,   3.99185,   4.56431, -10.74453,  10.47006,  -1.30286,  15.79494,   9.09115,   1.00000
  43.74005,  17.91335,  10.51785,  25.82671,  -3.25919,   0.85690, -13.73341,   9.79099,   7.52082,   5.48267,  -1.05128,   0.00000
  51.85533,  17.91144,  -1.74263,  33.94390,   6.72315,   2.77762,  -3.24995,  -0.18182,  -6.23666,  15.51239,   8.23603,   1.00000
 -23.60807, -15.02668,  -5.81631,  -8.58139,  -3.99721,  -2.09597, -14.29063,   2.72583,   3.44118,  -5.36224,  -3.29382,   0.00000
   0.72960,   3.81697,   5.42559,  -3.08738,  -0.74350,  -0.47814,  32.32046,  -3.76356,   4.16035,  -5.95133,   3.00543,   1.00000
 -32.47046, -13.59302, -18.70583, -18.87744,   0.62975,   0.67669,  -9.58153,   6.28865,  -0.14045,  -0.94568,   2.31720,   1.00000
 -21.11598,   8.01932,  -2.69308, -29.13531,   0.15859,  -1.85821,   5.98051,  -9.35074,   4.29997,  -6.89883,  -4.53475,   0.00000
  12.99211,  10.76970,  18.45246,   2.22241,  -1.13757,   1.89887,   9.07903,   9.67091,  -2.98558,  -1.38583,  -7.36847,   1.00000
 -25.77793, -22.15289, -20.59322,  -3.62504,  -0.67355,   0.62891,   3.33794,  -9.72542,   5.57125,  -5.75441,  -7.63601,   0.00000
  37.51994,  27.05790,   8.65774,  10.46204,   6.59293,   1.83714,  -9.90647, -10.18587,  -3.48815,   6.95473,  -0.76873,   1.00000
 -36.42087, -11.79157,   1.48569, -24.62930,   1.30914,   1.22783,  -6.49634,  -3.59835,  -0.68959,  -0.13443,  -4.86693,   1.00000
  11.10798,  17.61569,  14.66997,  -6.50771,   2.91238,   0.82300,   8.71992,   1.81617,  -2.25032,   7.05804,   5.53324,   1.00000
  30.12057,  -2.97447,  -4.87943,  33.09503,  -0.84342,  -0.66774,   6.83969,   2.58761,   0.82022,   0.12019,   3.48676,   1.00000
   0.86869,  10.17799,  19.09059,  -9.30931,  -5.55575,  -1.14832, -10.45605,   4.94528,   1.97960,  -1.99437,   0.53011,   0.00000
 -23.54589, -11.13992,  10.57998, -12.40597,  -1.29137,  -1.73277, -28.26422, -10.97735,  -4.45712,  -4.17205,  -7.44062,   1.00000
   9.18588,   5.91831,  12.11829,   3.26757,   1.93913,   3.86689,   0.26170,   5.01948,  -5.24534,   0.35247,  -2.57399,   1.00000
  16.37981,  13.52676,  15.20337,   2.85305,   2.29055,   0.93600,  15.07818,  -4.83434,  -6.28483,   3.25072,  -3.27874,   1.00000
  34.11529,  13.06106,  -4.49131,  21.05424,   1.20343,   0.49610,  25.32503,   8.69227,   1.41352,   8.04473,  10.01602,   0.00000
 -29.10371, -21.31103,  -7.50610,  -7.79268,  -2.95918,  -3.53162,   3.19048,  -9.52993,   2.00477,  -8.95456,   2.47978,   0.00000
 -11.14446, -15.20409,   3.28537,   4.05963,  -5.65579,  -2.94006, -16.09338,  -9.16059,   2.64354, -13.58937, -10.53817,   0.00000
   3.77531, -12.73105, -17.66180,  16.50637,  -1.31880,  -0.44745, -13.93286,   8.94220,  -2.43324,   1.07011,   4.46240,   0.00000
  53.76042,  17.31010,   5.90403,  36.45032,   3.76466,  -0.77865,  -7.90927,  -0.78147,   0.73947,   5.00379,   9.09766,   1.00000
   8.57162,  -5.87437, -12.80622,  14.44598,  -1.38561,   0.36072,  -0.52414,   5.10399,   2.33946,   1.69987,   2.04178,   1.00000
  -9.39172,  -0.92027,   5.93805,  -8.47145,   0.94088,  -0.08327,  -8.48826, -11.62045,  -1.55741,  -3.49255,  -1.29036,   0.00000
  -2.07982,   8.02853,  -8.93086, -10.10835,   1.23856,   1.07824, -23.64795,  -1.84492,   6.33455,   3.40995,  -2.49085,   1.00000
  12.93352,   7.51400,  -7.78985,   5.41952,   3.96482,   2.34515,  20.23032,   6.24174,  -4.40863,   9.73936,   4.59913,   1.00000
   5.61839,   8.93844,  -2.27843,  -3.32006,  -0.51306,  -0.59835, -27.14618,  -0.28602,   7.21902,  -1.85720,   1.00008,   0.00000
  10.32464,  10.30194,  -3.70991,   0.02270,   1.94182,   2.23417,  23.91788,  12.67108,   3.12942,   8.68567,   7.87002,   1.00000
  -8.05680,  -6.61546,  -1.46563,  -1.44134,  -2.53112,  -2.36382,   8.35768,  -8.81116,   7.17666,  -9.39883,  -4.71627,   1.00000
  51.91785,  19.75775,  19.29689,  32.16010,  -1.90173,  -0.51511, -28.64538,  -1.25346,  -2.63333,   3.42594,   2.20089,   1.00000
  -3.40130,  -7.41504,  -3.56751,   4.01374,   1.25976,   0.14023,   0.12474,  -9.62140,  -5.40321,  -1.89254,  -0.00194,   0.00000
 -16.67171,   6.03572,   1.13600, -22.70743,   1.95880,   0.35633,   6.87813,  -1.06113,   2.39115,   3.30111,   0.85610,   0.00000
  14.45740,   8.72618,   4.63275,   5.73122,   4.07188,   2.28041,  -7.40272,  -1.55010,  -4.30561,   9.98578,  -0.26231,   1.00000
 -15.16585,  10.34543,  13.84763, -25.51128,  -2.14678,   0.69681, -10.88246,  -1.42319,   7.24354,  -4.64200,  -2.51175,   0.00000
  48.12824,  20.69614,  15.61432,  27.43210,   0.12800,   1.04596,  -8.28475,   5.22955,   1.02539,   5.54816,  -0.53729,   1.00000
 -69.11254, -39.78372, -21.49685, -29.32881,  -8.42319,  -2.81041, -10.77866,   3.12241,   6.46652, -10.73979,  -4.35711,   0.00000
   5.18239,  -1.87956, -11.56804,   7.06195,  -0.06178,  -0.71525,  10.47797,  15.98989,  -1.42093,   6.17636,   7.77125,   0.00000
 -25.01100, -11.88413,   1.06258, -13.12687,  -3.81267,  -2.27050,  -2.96024,   1.64625,  -0.22687,  -9.76604,  -1.64569,   0.00000
 -26.50533, -12.50886, -20.52262, -13.99647,  -0.30214,  -0.36502,  45.76959,   3.70420,   1.56770,  -2.92061,   0.78083,   1.00000
 -14.93523, -18.10584,  -3.80192,   3.17061,  -4.35779,  -3.28729,  -8.56793,  -1.07555,   3.69547,  -6.69915,   3.28034,   0.00000
 -13.07107,  -1.48739,  -2.44629, -11.58368,   0.29445,   0.61430,  -8.19706,  15.65850,  -3.92506,   2.10173,   1.06434,   1.00000
  14.19637,   0.90833, -10.90590,  13.28804,  -0.82560,   0.12557,  -6.42345,  11.64092,   2.50103,   7.24798,   0.77840,   1.00000
 -11.82751,  -2.60502,  -2.32007,  -9.22249,  -1.77063,  -1.45384,   2.83322,   4.41476,   1.36003,  -5.97053,  -0.08991,   0.00000
  28.05584,  22.89551,  12.39090,   5.16033,   2.05980,   1.29804,  -1.55051,  -2.39477,  -3.59479,   7.20306,   3.11446,   0.00000
  22.71779,  11.17194,   1.59442,  11.54585,   0.36499,  -0.24853,   9.61694,  -1.96014,   0.35158,   5.79946,   0.70189,   1.00000
   4.88347,  -5.08063,  12.71965,   9.96410,  -3.44134,  -1.41595,   4.18934,  -1.12488,  -3.72983,  -9.61554,  -5.51603,   0.00000
  16.18310, -19.48758, -20.23489,  35.67068,   0.70830,   0.37477,  -4.51810,   1.89926,  -5.03269,   0.87614,   1.53588,   0.00000
 -46.32616, -21.61764,  -1.24542, -24.70852,  -6.17621,  -0.39340,   6.19676,  11.16566,  -2.19302,  -4.40468, -10.77748,   1.00000
 -28.49499, -19.28426, -20.18296,  -9.21073,   0.52945,   1.90791,  10.96916,  13.82604,   1.04819,   0.11233,   1.75488,   1.00000
  11.07191,  16.78792,  13.82670,  -5.71601,   0.24674,   1.14490,   4.51964,  -1.50360,   2.37204,   1.44322,  -2.79164,   0.00000
   5.54356,  -3.26864,  -2.83991,   8.81220,  -2.29025,  -3.47215,  10.44031,   1.31594,  -1.69416,  -1.46079,   4.58212,   0.00000
   9.11487,   1.08957, -11.71998,   8.02530,  -0.64404,  -0.63281, -19.18352,   3.66946,   0.82192,   3.67112,   1.99018,   1.00000
 -22.75018,   8.12732,   7.30385, -30.87750,   0.58511,   0.45397, -16.82356, -13.93812,   4.18085,  -2.09101,  -8.08520,   1.00000
 -33.30114, -18.66447,   6.15492, -14.63668,  -4.35804,  -2.30586,  -8.65134, -10.23670,   0.44485, -17.26958,  -6.53559,   0.00000
  -5.82306, -17.24759, -18.11397,  11.42453,  -0.36653,  -0.66917,   7.92842,   6.21398,  -6.20082,  -2.48123,   3.90465,   0.00000
 -59.20748, -21.11951, -11.16766, -38.08797,  -5.49188,  -0.62788,  -7.96999,   0.21257,   1.01769,  -6.47724, -11.19130,   0.00000
  18.40280,   8.79821,  -3.43251,   9.60459,   0.85246,   0.42947,  10.25048,  -4.19649,   1.36333,   6.76455,   8.23352,   1.00000
 -22.70907,   3.69246,   9.92490, -26.40153,  -0.00317,  -0.91235,   0.63706, -14.79662,   4.80952,  -2.59167,  -4.86502,   0.00000
  51.84120,  25.61839,  11.88843,  26.22281,   8.46462,   2.46848,   7.61449,  -9.99079,  -2.45351,  11.13703,   3.79483,   1.00000
  18.02273,  16.17402,   2.59049,   1.84871,  -0.88524,  -0.35152, -16.34357,  -1.29940,  11.52309,  -3.41875,   4.27211,   0.00000
  10.05711,   9.21741,  -0.84895,   0.83970,   4.31522,   2.49618,  -0.09744,  -2.51429,  -0.57240,  11.12915,   2.24922,   0.00000
  29.23717,  33.00935,  35.46302,  -3.77218,  -0.93127,  -1.10949,  -5.43471,  -2.15376,   3.04639,   1.29337,  -0.84025,   1.00000
 -42.19749, -25.46926,   0.42768, -16.72823,  -2.59753,  -2.80088, -20.38391, -11.50806,  -0.87814, -13.01467,  -3.84648,   0.00000
  -3.14411,  -1.64320,  13.86066,  -1.50091,  -1.76214,   0.95265,   6.93217,  -8.56333,  -0.11025,  -3.70944, -10.11402,   0.00000
  -5.04493,  -6.12898,   3.99284,   1.08406,  -0.95572,   0.54962,  14.94771,  15.27459,  -5.87379,   2.28722,  -0.67434,   1.00000
 -14.56510,  -3.36263,  -3.00747, -11.20247,  -0.64815,  -0.02274,   4.63690,   3.42436,   0.84531,   3.12915,  -1.47973,   0.00000
  10.05548,   7.23943,  -6.62043,   2.81604,  -1.90719,   1.03053, -15.22756,  14.18167,   4.06386,   5.49119,   3.39653,   1.00000
 -12.86373, -13.13008,  -2.41151,   0.26636,   0.89616,   2.44800, -29.54608,  -3.38220,  -4.53543,   3.11796,  -3.84171,   1.00000
 -37.58654, -36.21673, -29.37827,  -1.36982,  -0.98012,  -1.46362,  -2.81834,   3.60702,   1.21163,  -6.02294,   2.82377,   0.00000
  -1.80872,   2.24165,  17.33760,  -4.05037,  -4.32336,  -1.91683,   0.35473,  -3.62761,   7.08577, -10.47541,  -2.78741,   0.00000
  17.79779,   6.43449,   0.99643,  11.36330,   1.33480,   0.40257,  13.38537,  11.59160,  -5.22724,   6.18464,   5.14533,   1.00000
  14.46568,  -9.34726,   0.41907,  23.81294,  -3.01575,  -0.31508,  -7.20252,   6.70544,  -1.56820,  -3.07725,   2.22028,   0.00000
  10.95086,  -2.15150,  -3.14857,  13.10236,   3.96724,   2.09618,  -3.81323,  -9.22945,  -3.10734,   4.02051,   3.17347,   1.00000
   7.73020,  15.40670,  27.15353,  -7.67650,  -4.66177,  -2.64161,  21.46361,  -7.15398,  -0.29608,  -3.68586,   1.55467,   0.00000
  13.47173,   8.31470,  -1.86275,   5.15703,   4.35583,   2.19626, -10.39764,  -4.45748,  -3.05198,  10.85868,   2.22835,   0.00000
  43.39548,  26.85485,  10.17716,  16.54064,   2.74857,   5.61922,  11.64991,   7.76356,   2.80596,   6.55666,   5.38518,   1.00000
  17.79105,   8.37474,  -6.96713,   9.41631,   1.62057,  -0.36859,   4.12169,  -2.56436,   2.17439,   0.62428,  11.14747,   1.00000
 -15.16330, -12.72781,  14.77935,  -2.43548,  -4.16350,  -0.70972,  -1.82393,  -2.80833,  -2.71419,  -8.82638,  -6.48084,   0.00000
 -20.84551, -12.10366,   0.07580,  -8.74184,  -1.46402,  -3.23241,   7.15607,   0.26976,  -3.70287,  -3.29026,  -9.35902,   1.00000
 -12.12180,   0.10858,   0.54402, -12.23038,   0.62027,   1.49950,  19.97434,  14.68422,   0.48932,  -0.96892,   2.92544,   0.00000
 -25.23400, -12.00065,  -3.96868, -13.23335,  -0.62153,   0.96584,  -3.16625,   0.44552,   2.22820,  -4.19198,  -6.39988,   1.00000
 -20.01018,  -8.78282,  -1.63774, -11.22736,   0.06117,   2.90194, -19.30008,   7.52123,  -0.06333,  -0.84689,  -1.38510,   1.00000
   0.14724,  12.28745,   5.61929, -12.14021,   3.50529,   1.00395,  -2.64383,  -2.32683,   4.63324,   3.68904,   2.72598,   1.00000
 -38.81281,   1.96158,   6.87231, -40.77438,  -1.62622,  -1.58073,   3.87336,  -5.40535,   3.00227, -10.34126,  -7.12632,   1.00000
  37.45080,  17.48585,  -4.53650,  19.96495,   4.03366,   1.55079, -23.26523,   4.35056,   5.80263,   5.71639,   6.09315,   1.00000
 -11.48789, -12.72801,   2.33539,   1.24011,  -0.98397,   1.16466,  11.94093,  -6.94067,  -5.47132,  -3.91459,   4.85402,   0.00000
  -2.89051,  -0.59611,   6.62337,  -2.29439,  -6.61332,  -3.97624,   9.95278,  -6.42922,   9.62311, -17.02535,  -6.21370,   0.00000
  15.81181, -12.71691,  -8.80213,  28.52872,  -3.74953,  -3.34070, -14.64593,   2.63290,   5.49905,  -2.22665,  -2.46234,   1.00000
  22.58401,  28.23525,  25.58784,  -5.65124,   2.00154,   0.71540, -12.86059,   7.86402,  -1.71556,   4.25453,  -1.41108,   1.00000
   8.91430,  -0.02479,   9.31557,   8.93909,   2.28835,   1.82735,   3.72335,  -5.65359,  -4.46463,   4.27793,  -2.31083,   1.00000
 -22.34311, -27.50642, -23.80799,   5.16331,  -2.17726,  -1.31318, -16.30423,   8.34902,  -5.28373,  -0.33250,  -1.79697,   0.00000
  37.05169,  20.64838,  -0.42721,  16.40331,   5.08540,  -0.72434,  -0.35221, -10.63305,  -5.07639,  10.97174,   1.85618,   1.00000
   1.55316,   8.13319,   0.72534,  -6.58003,   0.28036,  -3.05195,   2.49419,   2.87000,  -0.15982,   1.45495,   2.61778,   0.00000
  23.35580,  -3.03217,   2.42127,  26.38797,  -0.27298,  -0.10640, -10.44980,   6.94050,  -4.60455,   4.80379,  -4.97421,   1.00000
  12.26665,  13.98585,  -2.14784,  -1.71920,   8.50668,   1.40742,  -6.66552, -11.13142,  -2.06560,   3.82493,  -4.34306,   1.00000
  29.55139,  20.05823,   4.05435,   9.49316,   3.37463,   1.93903,  13.28002,   3.08317,  -0.03882,  10.92251,   3.06587,   1.00000
 -34.07128, -23.59651, -21.19779, -10.47477,  -1.74317,  -0.02126,  -7.87837,   5.92596,   5.07908,  -6.89627,  -0.72876,   0.00000
  -9.94405, -12.07463, -20.82210,   2.13058,   1.51614,   1.00293,   4.36922,   6.05425,  -9.29415,   4.87341,   1.37863,   0.00000
 -37.28736, -16.26809, -10.68190, -21.01928,  -2.40708,  -1.23688,  10.91032,  -5.84187,   2.77457,  -8.53346,   2.07806,   0.00000
  31.28734,  21.86872,  12.95310,   9.41862,  -1.62937,  -1.80593,  15.83005,   3.39467,   3.45698,  -2.35367,   3.85896,   1.00000
   6.55328,   8.61604,   6.06518,  -2.06276,  -1.33042,   2.79628,   3.57890,   5.17141,   2.19496,   3.62483,  -2.10151,   1.00000
   2.78714,  -1.87879,   4.79672,   4.66593,  -2.37010,  -1.45804,  16.74036,  -8.32784,   1.63034, -10.36091,  -0.77038,   0.00000
 -17.98287,   0.89892,   3.25021, -18.88179,  -3.06600,   0.42770,   1.99566,   0.81731,   5.75195,  -7.97620,   6.21996,   0.00000
   1.38557,   0.21091,   0.51013,   1.17466,  -2.65865,  -1.71375,  -0.56417,  -8.90493,   5.83145,  -2.28065,  -2.63608,   0.00000
  10.98518,   3.82572,  -8.48880,   7.15945,  -1.17942,  -0.79530, -20.95069,  -0.50930,   6.73386,   0.79514,  -3.84765,   1.00000
  -1.90673,   4.61957,  16.15237,  -6.52630,  -0.52261,  -1.94488,  -1.19524,  -0.28895,  -1.60592,  -3.34557,  -9.14549,   1.00000
   8.13278,   4.76861,  -0.02709,   3.36417,   1.29334,  -1.10664,   2.38971,  -2.95889,   2.41732,   2.67704,  -0.12886,   1.00000
   1.05485, -10.09335,   0.12167,  11.14820,  -2.16802,  -3.78476,  -6.96137,  -5.97803,   1.08794,  -0.30069,  -4.17131,   0.00000
  -5.50562,   3.05580,   2.09879,  -8.56142,   4.83348,   1.61203,   4.80015,   0.46155,  -5.69377,   4.96146,  -9.50482,   1.00000
 -19.74755,   6.16367,  12.99364, -25.91122,  -0.94656,   0.70093,   4.86994,  -3.17160,   2.91164,  -1.16840,  -7.57675,   0.00000
  19.13597,  20.58697,  17.07164,  -1.45101,   3.32893,   0.96054,   9.83218,   0.13848,  -4.81429,   9.71216,   0.36715,   0.00000
  20.54570,   6.58901,   7.64733,  13.95669,  -1.92634,  -1.38982,   5.00222,  -3.26506,   1.63242,  -2.41712,   8.83082,   0.00000
   1.75659,  14.73783,  20.75755, -12.98124,   2.92943,   2.34959,   4.69700,  -2.49351,  -1.88671,   5.15278,  -1.21865,   1.00000
  22.24950,  16.09452,   7.29195,   6.15498,   5.72644,   0.54479,  16.96351, -10.79451,  -2.53214,   5.01630,   0.59182,   1.00000
 -14.27302,  -5.76014, -18.22497,  -8.51288,  -0.23726,  -0.87721,   4.89854,  -1.57322,   6.80403,  -3.77386,   7.30706,   1.00000
   6.63961,   9.06298,   1.38057,  -2.42337,   3.81129,   3.34691,  20.48898,  -0.99527,  -7.54615,   4.52495,   3.37656,   1.00000
   7.89103,  11.13885,  16.54439,  -3.24782,  -4.30998,  -2.04749,   7.14015,   2.11113,  -1.24188,  -4.14892,  -4.70784,   1.00000
   8.16195,  -7.24529,  -5.63078,  15.40723,  -1.34887,  -0.04323,  -1.10409,   3.67494,   0.78389,  -0.80368,  -1.33581,   1.00000
 -34.07118, -27.55006,  -5.93496,  -6.52112,  -4.84732,  -0.83055,  -6.83580,  -6.29741,   0.33473,  -8.49650,  -3.68369,   0.00000
 -19.10873, -15.63433,  -4.97380,  -3.47439,  -5.83588,  -3.50478,  -0.17791,   0.26831,   0.86042, -10.28126,  -5.11729,   0.00000
 -20.39132, -24.80199, -13.76178,   4.41067,   0.91548,   1.77554,  -2.56521,   5.14200,  -1.28532,  -4.53062,  -2.49887,   1.00000
  29.63292,  21.82220,  20.06917,   7.81072,   4.21561,   0.28819,   3.44661,  -5.70847,  -3.23984,   5.39470,  -8.91763,   1.00000
 -32.87071, -15.10732,   1.09130, -17.76339,  -1.41754,   0.17089,   4.41693,  -0.03477,  -2.12128,  -4.16061,  -4.52472,   0.00000
  -5.08535, -13.72191,  -4.56723,   8.63657,   0.26453,   1.58097,   7.77365,  -4.57536,  -6.98599,  -0.30254,   3.22317,   1.00000
   0.86765,  -5.21824,   4.58333,   6.08588,  -3.13301,  -2.86537,  -3.32578,   2.75843,   1.39332,  -1.68247,  -1.46384,   1.00000
   0.28445, -10.00686, -10.36329,  10.29131,   3.42449,   1.05188,  -3.94212,   6.09773,  -7.04831,   7.67314,   0.33701,   1.00000
  13.74637,  -8.86925, -19.90278,  22.61562,   2.11137,   1.26456, -12.84291,   7.50981,  -1.73240,   4.18247,   6.72396,   1.00000
  -4.25271,   0.81278,  -5.21866,  -5.06550,  -0.87176,  -0.44719,  -3.51170, -10.66873,   7.49749,  -0.77829,   0.75420,   1.00000
   4.58786,  -8.85781,  -7.00781,  13.44567,   1.64033,   1.10147, -18.37183,  11.37489,  -5.68863,   4.18715,  -5.36740,   1.00000
 -17.60767, -17.79856,  -2.56447,   0.19088,  -3.36026,   1.31269,  -3.15635,   0.02375,   3.06726,  -6.21887,  -2.98672,   1.00000
  26.07179,  24.76950,  -0.72854,   1.30229,   2.72279,   2.31559,  -2.03785,   2.16593,  -1.42265,   6.33658,   8.10024,   1.00000
  -4.72582,  -9.58547,   1.76370,   4.85966,  -1.41231,  -1.02878,   0.23392,   9.15450,  -1.04891,  -8.21204,   3.85740,   0.00000
  -6.06146,  -2.11304, -11.02399,  -3.94843,   3.95934,   0.70504,   1.26502,  -1.71341,   0.45504,   0.70994,   7.89439,   1.00000
   7.85533,  -6.55717, -15.06834,  14.41251,   1.34229,   1.61037,   4.83877,   2.46103,   2.46645,   2.21215,   5.27089,   0.00000
  -6.45554,   6.46179,   2.85886, -12.91734,  -1.44351,  -0.57503,  -2.68686,  -4.33107,   4.86419,  -2.29146,  -5.73951,   0.00000
  23.37993,  20.62742,   3.28578,   2.75251,   1.59120,  -1.57229,   8.36149,   2.34978,   6.25300,   0.55908,   8.02493,   1.00000
   6.91481,  20.94609,  13.89808, -14.03128,   1.46028,  -1.03266,   8.80789,  -0.08485,  -0.19546,  -3.17538,  -1.29284,   0.00000
  -4.86867,  14.05877,  22.62065, -18.92744,   3.40697,   1.67248, -11.03243,  -2.76097,  -1.22025,   4.16531,  -7.03364,   1.00000
 -19.69122,  -9.31131,  -4.70923, -10.37991,  -1.92754,   1.79963,  -7.84203,  -3.03656,   4.42479,   1.77917,  -3.64564,   0.00000
 -16.04960,  -9.58185,  -8.35715,  -6.46776,  -5.49386,  -2.58171,   8.46423,  -6.10195,   7.50610, -13.71576,  -1.24141,   0.00000
  18.23638,   2.73757,  -8.17973,  15.49880,   3.94473,   2.39698,   3.23675,  -3.58604,   0.11125,   2.36317,  -0.48493,   1.00000
  11.96471,  -9.39400,  -3.32031,  21.35870,  -2.11686,  -0.14278,   1.81086,   4.98564,  -4.48381,  -1.24853,  -0.00769,   1.00000
  16.55611, -14.44634, -12.57946,  31.00245,   2.74319,   2.72693, -12.51203,  11.63330,  -4.73218,   7.72370,  -2.96250,   1.00000
   0.60639, -14.51283,   2.57739,  15.11922,  -2.53658,  -1.07910, -11.88280, -11.88950,   5.32868,  -3.93069,  -5.38118,   0.00000
   1.37991,   2.35901,  -7.49676,  -0.97910,  -0.94098,  -1.86877,  -6.55291,  -3.89929,   4.98960,  -5.36615,   1.58885,   1.00000
   3.17104,   8.41744,  20.86190,  -5.24640,   1.96770,  -0.14593,   7.95309,  -7.40237,  -7.43111,   1.53686,  -4.44017,   1.00000
   5.85801,   4.61661,  -3.03795,   1.24140,   1.43690,   0.99734,  14.69819,  -7.07214,  -6.70631,   3.69343,   1.02741,   1.00000
 -30.96337,   5.06693,   8.73395, -36.03030,   1.75995,  -1.38491, -10.38917,  -2.45273,  -2.04648,  -1.42764,  -2.33018,   1.00000
  -8.94771,   4.51978,  13.43538, -13.46749,  -1.23893,  -0.72225,  14.21820,  -2.55085,   3.33163,  -0.70620,  -2.09042,   1.00000
 -12.88625, -15.47897,  -5.58521,   2.59273,  -0.91658,  -0.54769,  -0.36441,  -0.66051,   4.16629,  -6.23931,   4.39881,   0.00000
  35.00277,  13.53158,   7.61639,  21.47119,   4.15377,   0.67864,   1.62732,   5.73089,  -5.78201,  17.78769,   5.86682,   1.00000
 -20.94329, -36.91378, -35.98961,  15.97049,  -0.81230,   0.61313,   8.82320,   3.51527,  -2.95973,  -5.01592,   8.79620,   0.00000
 -37.02914,  -5.95331,   1.49982, -31.07583,   0.63014,   0.76200,  14.76694,   1.91951,  -1.91324,  -0.97271,  -5.21962,   0.00000
  45.32430,  16.21417,  21.39583,  29.11013,  -1.28708,  -0.69889,  -3.85924,  -0.32958,   8.30733,   2.12275,   0.39410,   1.00000
  38.56778,  19.86382,   7.74958,  18.70396,  -0.12229,  -2.27026,  10.95121,  -4.78131,  -0.98287,  -1.83585,   6.84658,   1.00000
 -29.58842, -12.11456,  -5.29811, -17.47386,  -2.08483,  -2.45493, -14.37111,   7.64299,  -5.19084,  -5.28103,  -4.50067,   0.00000
  39.02354,   5.39598,  -1.53707,  33.62756,   0.97073,  -0.08459,  22.66197,   0.64395,   2.43932,   3.58790,   0.05457,   1.00000
  -7.76822, -16.45556, -24.03663,   8.68734,   0.45140,   0.43987, -10.14365,  -0.11660,   3.55739,  -0.93326,   1.48427,   1.00000
  35.56999,  12.52305,  -1.58517,  23.04694,  -1.56984,   1.14192,   2.49357,  -9.32814,   7.23042,   7.94681,   4.66348,   0.00000
  25.09386,  21.19170,   2.88448,   3.90216,   2.71421,   0.91634,  -9.16645,   4.95223,  -3.62846,   6.96587,   4.30416,   1.00000
  -0.88760,  -0.84345,  -5.55418,  -0.04415,  -1.43477,   0.38309,  12.35087,  -5.16280,   5.78497,  -2.22236,   2.84674,   0.00000
 -30.19135, -23.63210, -29.68322,  -6.55925,   0.69716,   1.30470,  -8.61605,  -0.60436,  -0.27426,   3.24615,  -2.24099,   1.00000
 -19.12857,   1.46224,  -8.36548, -20.59081,  -1.40990,   1.41388,   2.82107,   0.12279,  -1.38488,  -8.66268,  -1.17530,   0.00000
  11.32681,  14.39160,  16.47147,  -3.06479,   4.30463,   0.09459,  -3.79215,  -7.54439,  -4.84463,   2.33868,  -4.56733,   1.00000
 -36.49121, -13.44247,  -8.18273, -23.04875,  -1.15439,  -1.14575, -14.03504,  -0.55079,  -0.80448,  -5.86514,  -8.10560,   1.00000
  17.11978,   1.37601, -11.00862,  15.74377,  -0.10933,  -1.24770,  -0.44912,   0.43528,   8.49063,  -3.12693,   7.19199,   1.00000
 -13.33865, -14.91987,  -0.11002,   1.58122,  -3.25812,  -1.92769,   3.30788,   1.37187,  -2.34176,  -3.90483,   3.16131,   0.00000
   3.19925,  14.49295,  18.16005, -11.29370,  -0.61572,  -0.32576,   3.91401,   0.31520,  -2.13874,  -3.88846,   5.18619,   1.00000
  57.01433,  35.88642,   7.05884,  21.12791,   6.17597,   0.59857,  -4.50282,  -0.12772,   0.66907,  13.98531,   5.72465,   1.00000
  -7.95003,  -3.45492,   6.34469,  -4.49511,  -1.43508,  -0.25930,   7.25021,  -2.50688,  -3.85185,  -5.08951,  -0.38620,   0.00000
  20.50710,  12.37488,  10.49769,   8.13222,  -0.16375,   1.67230, -25.29145,   5.93338,   0.04330,   6.11713,  -2.92409,   1.00000
  -8.92380, -16.32886,   8.44622,   7.40506,  -4.45019,  -4.93195,  -6.00294,   0.25699,   0.17087,  -9.86348,  -3.81112,   0.00000
 -19.37654,  12.11680,  23.38597, -31.49334,  -1.80628,  -1.40544,  -9.55841,  -6.80542,   0.43050,  -1.87650,  -2.65589,   0.00000
   3.73317,   0.80924,   4.52969,   2.92393,   1.42412,  -0.14306,  35.91745,   2.82547,  -0.84965,  -0.36094,   5.74595,   1.00000
 -17.81965,   8.24820,  -1.98014, -26.06785,  -0.22877,  -0.63582,   3.51746,   0.91784,   3.48881,  -2.11559,   7.00152,   0.00000
  19.55125,  -0.14432, -10.92258,  19.69558,   7.04697,   4.27321,  -1.40232,   1.55025,  -5.93869,  14.41724,  -2.27006,   1.00000
 -70.32328, -35.16412, -28.94036, -35.15916,  -1.45921,  -0.89326,  -6.23606,  -4.65162,  -0.32692,  -6.89435,  -5.50768,   0.00000
  71.97346,  38.22189,  18.91766,  33.75157,  -2.74915,  -1.88989, -28.61013,   0.36660,   5.64674,   7.01963,   6.23110,   1.00000
 -13.12635,  -5.20796,  -7.35002,  -7.91839,   3.81798,   3.43904,   5.89785,   1.63402,   0.52460,   4.71767,  -3.38354,   0.00000
